Release,Supplier, Review,Tag Number,QTY Released,Unit,Size,Description,Material,Lining,Coating,Release Date,Due Date,Area,System,Contract Dwg,System2,Shop Dwg,Delivered QTY,Need QTY,Received On,Received By,Storage Location,Notes,Estimate Cost,Contract Unit Price,Contract Extended Price,Above/Below,Invoice No.,Invoice Unit Price,Invoice Extended Price,Delta (Invoice-Contract),QTY Invoiced to Date,,
2,ServCorp,,119-06-11,1,EA,"06""",SCH 80 PVC SOC WYE,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,1, ,5/14/2026,David Nigro,Pipe Laydown Conex,Pricing to be agreed upon by ServCorp and Garney before time of invoice,, $250.80 , $250.80 ,,G-HC-0673P031-009, $250.80 , $250.80 , $-   ,,,
2,ServCorp,,119.1-02-07,15,EA,"02""",SCH 80 PVC EPDM Ball Valves,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,15, ,5/14/2026,David Nigro,Pipe Laydown Conex,Changed from PVC to EPDM,, $88.79 ," $1,331.78 ",,G-HC-0673P031-009, $88.79 ," $1,331.85 ", $0.07 ,,,
2,ServCorp,,119.1-02-13,15,EA,"02""",SCH 80 PVC SOC CAP,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,15, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $14.32 , $214.83 ,,G-HC-0673P031-009, $13.27 , $199.05 , $(15.78),,,
2,ServCorp,,119.1-02-11,15,EA,"02""","02-3/4"" BRASS MNPT x 3/4"" HOSE BIB",BRASS,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,15, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $8.59 , $128.85 ,,G-HC-0673P031-009, $8.59 , $128.85 , $-   ,,,
2,ServCorp,,119.1-02-08,10,EA,"02""",SCH 80 PVC MALE ADAPTER NPT x SOC,PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,10, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $16.55 , $165.49 ,,G-HC-0673P031-009, $16.55 , $165.50 , $0.01 ,,,
2,ServCorp,,119.1-02-09,10,EA,"02""",ALUMINUM MALE CAMLOCK x FNPT,ALUM,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,10, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $5.47 , $54.71 ,,G-HC-0673P031-009, $5.56 , $55.60 , $0.89 ,,,
2,ServCorp,,119.1-02-03,9,EA,"02""","02"" CERTA-LOK F/E x SW S/E
SCH 80 SOC COUPLING",PVC,,,4/23/2026,5/7/2026,All,Temp Const Water Loop,,,,9, ,5/14/2026,David Nigro,Pipe Laydown Conex,,, $7.48 , $67.32 ,,G-HC-0673P031-009, $7.48 , $67.32 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
EMAIL,Harrington,,,1,EA,"08""",SCH 40 PVC SOC TEE,PVC,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,1, ,5/12/2026,,,Picked up at Harrington,, $118.69 , $118.69 ,,,, $-   , $-   ,,,
EMAIL,Harrington,,,1,EA,"08""x02""",SCH 40 PVC SOC RED BUSH,PVC,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,1, ,5/12/2026,,,Picked up at Harrington,, $66.09 , $66.09 ,,,, $-   , $-   ,,,
EMAIL,Harrington,,119-06-02,1,EA,"06""",SCH 80 PVC SOC TEE,PVC,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,1, ,5/12/2026,,,Picked up at Harrington,, $73.11 , $73.11 ,,,, $-   , $-   ,,,
EMAIL,Harrington,,,1,EA,"02""",SCH 40 PVC BALL VALVE,PVC,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,1, ,5/12/2026,,,Picked up at Harrington,, $14.66 , $14.66 ,,,, $-   , $-   ,,,
EMAIL,Harrington,,,10,LF,"02""",SCH 40 PVC PIPE,PVC,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,10, ,5/12/2026,,,Picked up at Harrington,, $0.79 , $7.90 ,,,, $-   , $-   ,,,
EMAIL,Harrington,,,1,EA,"02""",BLACK POLY CAMLOCK X FNPT,POLY,,,5/11/2026,5/12/2026,All,Temp Const Water Loop,,,,1, ,5/12/2026,,,Picked up at Harrington,, $5.21 , $5.21 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
EMAIL,KAT,,,6,EA,"06""","06"" MJ PLUG W/ 2"" TAP",DI,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,6, ,5/7/2026,Noah Gore,,Picked up at C&M,, $154.49 , $926.94 ,,3885, $154.49 , $926.94 , $-   ,,,
EMAIL,KAT,,,3,EA,"06""","06"" MJ CAP W/ 2"" TAP",DI,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,3, ,5/7/2026,Noah Gore,,Picked up at C&M,, $130.79 , $392.37 ,,3885, $130.79 , $392.37 , $-   ,,,
EMAIL,KAT,,,2,EA,"02""","02"" THREADED PLUG",GALV,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,2, ,5/7/2026,Noah Gore,,Picked up at C&M,, $7.17 , $14.34 ,,3885, $7.17 , $14.34 , $-   ,,,
EMAIL,KAT,,,7,EA,"02""","02"" THREADED PLUG",BRASS,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,7, ,5/7/2026,Noah Gore,,Picked up at C&M,, $17.99 , $125.93 ,,3885, $17.99 , $125.93 , $-   ,,,
EMAIL,KAT,,,9,EA,"06""","06"" BOLT KIT",,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,9, ,5/7/2026,Noah Gore,,Picked up at C&M,, $22.46 , $202.14 ,,3885, $22.46 , $202.14 , $-   ,,,
EMAIL,KAT,,,2,EA,,"1-1/4"" WATER WRENCH ",,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,2, ,5/7/2026,Noah Gore,,Picked up at C&M,, $145.87 , $291.74 ,,3885, $145.87 , $291.74 , $-   ,,,
EMAIL,KAT,,,3,EA,"06""",SIP EZ GRIP,,,,5/4/2026,5/5/2026,All,Temp Const Water Loop,,,,3, ,5/7/2026,Noah Gore,,Picked up at C&M,, $38.56 , $115.68 ,,3885, $38.56 , $115.68 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
EMAIL,ServCorp,,LUBE-01,10,EA,,PIPE LUBE,,,,5/15/2026,5/7/2026,All,Temp Const Water Loop,,,,10, ,5/18/2026,David Nigro,Pipe Laydown Conex,,, $17.32 , $173.20 ,,G-HC-0673P031-007, $17.32 , $173.20 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111a-06-01,2,EA,"06"" x 13'-06""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2,Scum,,Scum,,2, ,6/9/2026,Pablo Chapellin,Pipe Laydown,,," $1,623.29 "," $3,246.58 ",,4028(2)," $1,623.29 "," $3,246.58 ", $-   ,2,,
5,KAT,,111a-06-02,20,LF,"06""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,,20,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111a-06-03,4,EA,"06""","06"" MJ 45 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,4, ,5/19/2026,David Nigro,Pipe Laydown,,, $392.00 ," $1,568.00 ",Below,3905(4), $392.00 ," $1,568.00 ", $-   ,4,,
5,KAT,,111a-06-04,10,EA,"06""","06"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2,Scum,,Scum,,10, ,6/1/2026,David Nigro,Pipe Laydown,,, $49.00 , $490.00 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111b-06-01,2,EA,"06"" x 13'-06""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2,Scum,,Scum,,2, ,6/11/2026,Pablo Chapellin,Pipe Laydown ,,," $1,839.15 "," $3,678.30 ",,4028(2); 4037(1)," $1,623.39 "," $3,246.78 ", $(431.52),3,,
5,KAT,,111b-06-02,20,LF,"06""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,,20,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111b-06-03,6,EA,"06""","06"" MJ 45 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,6, ,5/19/2026,David Nigro,Pipe Laydown,,, $392.00 ," $2,352.00 ",,3905(6), $392.00 ," $2,352.00 ", $-   ,6,,
5,KAT,,111b-06-04,12,EA,"06""","06"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2,Scum,,Scum,,12, ,6/1/2026,David Nigro,Pipe Laydown,,, $49.00 , $588.00 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111c-06-01,1,EA,"06"" x 13'-06""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2,Scum,,Scum,,1, ,6/9/2026,Pablo Chapellin,Pipe Laydown,,," $1,623.39 "," $1,623.39 ",,4037(1)," $1,623.39 "," $1,623.39 ", $-   ,1,,
5,KAT,,111c-06-02,20,LF,"06""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,,20,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,111c-06-03,3,EA,"06""","06"" MJ 45 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,Scum,,Scum,,3, ,5/19/2026,David Nigro ,Pipe Laydown,,, $392.00 ," $1,176.00 ",,3905(3), $392.00 ," $1,176.00 ", $-   ,3,,
5,KAT,,111c-06-04,6,EA,"06""","06"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2,Scum,,Scum,,6, ,6/1/2026,David Nigro,Pipe Laydown,,, $49.00 , $294.00 ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,PT-01,1,EA,"12""","12"" BLIND FLANGE w/ 2"" TAP",DI,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,1, ,5/19/2026,David Nigro,Pipe Laydown,,, $387.19 , $387.19 ,,3905(1), $387.19 , $387.19 , $-   ,1,,
5,KAT,,PT-02,1,EA,"12""","12"" MJ CAP w/ 2"" TAP",DI,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,1, ,5/19/2026,David Nigro ,Pipe Laydown,,, $199.20 , $199.20 ,,3905(1), $199.20 , $199.20 , $-   ,1,,
5,KAT,,PT-03,1,EA,"12""","12"" MJ PLUG w/ 2"" TAP",DI,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,1, ,5/19/2026,David Nigro ,Pipe Laydown,,, $212.75 , $212.75 ,,3905(1), $212.75 , $212.75 , $-   ,1,,
5,KAT,,PT-04,1,EA,"30""","30"" BLIND FLANGE w/ 2"" TAP",DI,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,1, ,5/19/2026,David Nigro ,Pipe Laydown,,," $2,503.93 "," $2,503.93 ",,3905(1)," $2,503.83 "," $2,503.83 ", $(0.10),1,6/9/2026 (1) BNR 2 Southside (Staley),
5,KAT,,PT-05,1,EA,"30""","30"" FLG GASKET",ANY,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,1,,,,,, $212.81 , $212.81 ,,,, $-   , $-   ,,,
5,KAT,,PT-06,1,EA,"12""","12"" FLG GASKET",ANY,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,1,,,,,, $37.84 , $37.84 ,,,, $-   , $-   ,,,
5,KAT,,PT-07,1,EA,"20""","20"" FLG GASKET",ANY,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,1,,,,,, $108.81 , $108.81 ,,,, $-   , $-   ,,,
5,KAT,,PT-08,28,EA,"1-1/4"" x 04""","CAP SCREW - 04"" LONG x 1-1/4""",GALV,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,28,,,,,, $11.40 , $319.20 ,,,, $-   , $-   ,,,
5,KAT,,PT-09,12,EA,"7/8"" x 02"" ","CAP SCREW - 02"" LONG x 7/8""",GALV,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,12,,,,,, $5.04 , $60.48 ,,,, $-   , $-   ,,,
5,KAT,,PT-10,20,EA,"1-1/8"" x 2-3/4""","CAP SCREW - 2-3/4"" LONG x 1-1/8""",GALV,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,,20,,,,,, $8.29 , $165.80 ,,,, $-   , $-   ,,,
5,KAT,,PT-11,1,EA,"12""","12"" Megalug w/ Accessory Kit",,,,,,,,,,,1, ,6/1/2026,David Nigro,Pipe Laydown,,, $124.00 , $124.00 ,,3885, $124.00 , $124.00 , $-   ,,,
EMAIL,KAT,,PT-12,1,EA,"30""","30"" MJ PLUG",DI,FIRST AVAILABLE,FIRST AVAILABLE,,,,,,,,1, ,5/22/2026,David Nigro,Pipe Laydown,,,, $-   ,,,, $-   , $-   ,,,
EMAIL,KAT,,PT-13,1,EA,"30""","30"" Gland Accessory Kit for Plug",,,,,,,,,,,1, ,5/22/2026,David Nigro,Pipe Laydown,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110.1-24-06,1,EA,"24""","24"" MJ 45 BEND",DI,P401,Asphaltic,,,,,,,,1, ,5/19/2026,David Nigro,Pipe Laydown,,," $3,132.15 "," $3,132.15 ",,3905," $3,132.15 "," $3,132.15 ", $-   ,,,
5,KAT,,110.1-24-05,2,EA,"24""","24"" Megalug w/ Accessory Kit",,,,,,,,,,,2, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110.3-48-04,2,EA,"48""","48"" MJ TEE",DI,P401,Asphaltic,,,,,,,,,2,,,,,,, $-   ,,4160(1)," $28,822.00 ", $-   , $-   ,1,,
5,KAT,,110.3-48-07,1,EA,"48""","48"" MJ SLEEVE",DI,P401,Asphaltic,,,,,,,,1, ,5/19/2026,David Nigro ,Pipe Laydown,,," $13,386.00 "," $13,386.00 ",,3905," $13,386.00 "," $13,386.00 ", $-   ,,07/22/2026 (1) Eastside of Headworks (Brittian),
5,KAT,,110.3-48-08,2,EA,"48""","48"" MJ PLUG",DI,P401,Asphaltic,,,,,,,,,2,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110.3-48-06,6,EA,"48""","48"" Megalug w/ Accessory Kit",,,,,,,,,,,,6,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110.3-48-09,2,EA,"48""","48"" Gland Accessory Kit for Plug",,,,,,,,,,,,2,,,,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,GMP4-NPW1,1,EA,"12"" x 11'-06""","CL53 FLGxPE SPOOL FLG TFS WC 20"" FROM FLANGE",DI,CML,Asphaltic,,,,,,,,1, ,6/11/2026,Pablo Chapellin ,Pipe /Laydown ,,," $2,961.04 "," $2,961.04 ",,4037(1)," $2,961.04 "," $2,961.04 ", $-   ,1,,
5,KAT,,GMP4-NPW2,100,LF,"12""",CL51 DI RJ,DI,CML,Asphaltic,,,,,,,,99,1,5/18/2026,David Nigro,Pipe Laydown,98.63 LF del 5/18/26,,, $-   ,,4063(99), $86.45 ," $8,526.56 "," $8,526.56 ",99,,
5,KAT,,GMP4-NPW3,1,EA,"12""","12"" MJ 90 BEND",DI,CML,Asphaltic,,,,,,,,1, ,5/19/2026,David Nigro,Pipe Laydown,,, $382.00 , $382.00 ,,3905(1), $382.00 , $382.00 , $-   ,1,,
5,KAT,,GMP4-NPW4,2,EA,"12""","12"" Megalug w/ Accessory Kit",,,,,,,,,,,2, ,6/1/2026,David Nigro,Pipe Laydown,,, $124.00 , $248.00 ,,3885, $124.00 , $248.00 , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,104.3-30-01,200,LF,"30""",CL51 DI RJ,DI,P401,Asphaltic,,,,,,,,184,16,5/27/2026,David Nigro,Pipe Laydown,"58.1 LF del 5/18/26
126.25 del 5/27/26",, $405.62 ," $81,124.00 ",Below,3905, $405.62 ," $74,776.05 "," $(6,347.95)",,6/22/2026 (9) BNR 1&2-Clarifier 1&2 (Staley),
5,KAT,,104.3-30-02,1,EA,"30""","30"" MJ 45 BEND",DI,P401,Asphaltic,,,,,,,,1, ,5/19/2026,David Nigro,Pipe Laydown,,," $5,836.00 "," $5,836.00 ",,3905(1)," $5,836.00 "," $5,836.00 ", $-   ,1,07/29/2026 (1)  BNR Trains 1 and 2 to Clarifiers 1 and 2 (Staley/Roman),
5,KAT,,104.3-30-03,2,EA,"30""","30"" Megalug w/ Accessory Kit",,,,,,,,,,,2, ,6/17/2026,Chelsea Vohwinkle,Pipe Laydown,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,104.4-30-01,420,LF,"30""",CL51 DI RJ,DI,P401,Asphaltic,,,,,,,,416,4,5/27/2026,David Nigro,Pipe Laydown,290.01 del 5/27/26; 126 LF del 7/7/26,,, $-   ,,3905 (56); 4063(58); 4194(21); 4160(125), $405.62 ," $168,737.92 "," $168,737.92 ",260,,
5,KAT,,104.4-30-02,3,EA,"30""","30"" MJ 45 BEND",DI,P401,Asphaltic,,,,,,,,3, ,5/19/2026,David Nigro,Pipe Laydown,,," $5,836.00 "," $17,508.00 ",,3905," $5,836.00 "," $17,508.00 ", $-   ,,"6/9/2026 (1)- BNR 1 (Staley), 7/29/2029 (1)  BNR Trains 1 and 2 to Clarifiers 1 and 2 (Staley/Roman)",
5,KAT,,104.4-30-03,6,EA,"30""","30"" Megalug w/ Accessory Kit",,,,,,,,,,,,6,,,,,,, $-   ,,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,104Ub2-30-01,2,EA,"30"" x 11'-06""","CL50 WALL PIPE FLGxWCxPE TFS NPT WC 39"" FROM FLANGE",DI,P401,Asphaltic,,,Clarifier 1 and 2,"30"" ML Below Clarifiers 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,2, ,6/24/2026,Pablo Chapellin,Pipe Laydown,23.2 LF Del 6/24/2026,," $8,200.67 "," $16,401.34 ",Below,4086(2)," $12,615.62 "," $25,231.24 "," $8,829.90 ",2,,
5,KAT,,104Ub2-30-02,2,EA,"30""","30"" MJ 90 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,"30"" ML Below Clarifiers 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,2, ,7/7/2026,Pablo Chapellin,Pipe Laydown,,," $6,730.00 "," $13,460.00 ",Below,4137(2)," $6,730.00 "," $13,460.00 ", $-   ,2,,
5,KAT,,104Ub2-30-03,4,EA,"30""","30"" Megalug w/ Accessory Kit",,,,,,BNR 1 and 2 to Clarifier 1 and 2,"30"" ML Between Clarifiers 1/2 and BNR 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,,4,,,,,," $1,061.00 "," $4,244.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,104Uc2-30-01,1,EA,"30"" x 11'-06""","CL50 WALL PIPE FLGxWCxPE TFS NPT WC 39"" FROM FLANGE",DI,P401,Asphaltic,,,Clarifier 1 and 2,"30"" ML Below Clarifiers 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,1, ,6/24/2026,Pablo Chapellin,Pipe Laydown,11.6 LF Del 6/24/2026,," $8,200.67 "," $8,200.67 ",Below,4086(1)," $12,615.62 "," $12,615.62 "," $4,414.95 ",1,7/29/2026 (1)  BNR Trains 1 and 2 to Clarifiers 1 and 2 (Staley/Roman),
5,KAT,,104Uc2-30-02,1,EA,"30""","30"" MJ 90 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,"30"" ML Below Clarifiers 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,1, ,7/7/2026,Pablo Chapellin,Pipe Laydown,,," $6,730.00 "," $6,730.00 ",Below,4137(1)," $6,730.00 "," $6,730.00 ", $-   ,1,,
5,KAT,,104Uc2-30-03,2,EA,"30""","30"" Megalug w/ Accessory Kit",,,,,,BNR 1 and 2 to Clarifier 1 and 2,"30"" ML Between Clarifiers 1/2 and BNR 1/2","60% QAQC - C03-305, M25-102, M25-401",ML,,,2,,,,,," $1,061.00 "," $2,122.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110Ub-20-01,140,LF,"20""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,,140,,,,,, $248.69 ," $34,816.60 ",Below,,, $-   , $-   ,,,
5,KAT,,110Ub-20-02,2,EA,"20"" x 12'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2 to RAS PS 1,RAS,M30-101 - 60% Submittal,RAS,,2, ,7/23/2026,Pablo Chapellin,Pipe Laydown,,," $7,419.48 "," $14,838.96 ",Riser,4281(2)," $7,419.48 "," $14,838.96 ", $-   ,2,,
5,KAT,,110Ub-20-03,2,EA,"20""","20"" MJ 90 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,2, ,5/19/2026,David Nigro ,Pipe Laydown,,," $3,005.23 "," $6,010.46 ",Below,3905," $3,005.23 "," $6,010.46 ", $-   ,,,
5,KAT,,110Ub-20-04,6,EA,"20""","20"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,6, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,, $338.86 ," $2,033.16 ",Below,3905(2),, $-   , $-   ,2,,
5,KAT,,110Ub-20-05,2,EA,"20"" x 11'-06""","CL50 WALL PIPE PE x WC x MJ WC 54"" FROM PE",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,2, ,7/23/2026,Pablo Chapellin,Pipe Laydown,,," $7,391.65 "," $14,783.30 ",Below,4281(2)," $7,391.65 "," $14,783.30 ", $-   ,2,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,110Uc-20-01,60,LF,"20""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,,60,,,,,,, $-   ,Below,,, $-   , $-   ,,,
5,KAT,,110Uc-20-02,1,EA,"20"" x 12'-00""",CL53 FLGxPE SPOOL,DI,P401,Primed,,,Clarifier 1 and 2 to RAS PS 1,RAS,M30-101 - 60% Submittal,RAS,,1, ,7/23/2026,Pablo Chapellin,Pipe Laydown,,,, $-   ,Riser,4281(1)," $7,419.48 "," $7,419.48 "," $7,419.48 ",1,,
5,KAT,,110Uc-20-03,1,EA,"20""","20"" MJ 90 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,1, ,5/19/2026,David Nigro ,Pipe Laydown ,,," $3,005.23 "," $3,005.23 ",Below,3905(1)," $3,005.23 "," $3,005.23 ", $-   ,1,,
5,KAT,,110Uc-20-04,3,EA,"20""","20"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,,3,,,,,, $339.00 ," $1,017.00 ",Below,,, $-   , $-   ,,,
5,KAT,,110Uc-20-05,1,EA,"20"" x 11'-06""","CL50 WALL PIPE PE x WC x MJ WC 54"" FROM PE",DI,P401,Asphaltic,,,Clarifier 1 and 2 to RAS PS 1,RAS,M25-101 - 60% Submittal,RAS,,1, ,7/23/2026,Pablo Chapellin ,Pipe Laydown,,," $7,237.67 "," $7,237.67 ",Below,4281(1)," $7,237.67 "," $7,237.67 ", $-   ,1,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,116.3Ub-10-01,2,EA,"10"" x 6'-00""","CL50 PE x WC x MJ WC 35"" FROM PE",DI,P401,Asphaltic,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Drain,,2, ,6/11/2026,Pablo Chapellin,Pipe Laydown,,," $1,900.85 "," $3,801.70 ",Below,4037(2)," $1,900.85 "," $3,801.70 ", $-   ,2,,
5,KAT,,116.3Ub-10-02,180,LF,"10""",CL51 DI RJ,DI,P401,Asphaltic,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Drain,,177,3,7/22/2026,Pablo Chapellin,Pipe Laydown,79.04 LF Del 7/20/2026                                            98.8 LF Del 7/22/2026,, $97.36 ," $17,524.80 ",Below,4216(158),, $-   , $-   ,158,,
5,KAT,,116.3Ub-10-03,2,EA,"10""x6""","10""x06"" MJ RED WYE",DI,P401,Asphaltic,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Drain,,2, ,7/7/2026,Pablo Chapellin,Pipe Laydown,,," $1,427.43 "," $2,854.86 ",Below,4137(2)," $1,428.00 "," $2,856.00 ", $1.14 ,2,,
5,KAT,,116.3Ub-10-04,2,EA,"10""","10"" MJ 45 BEND",DI,P401,Asphaltic,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-102, M25-401",RAS,,2, ,5/19/2026,David Nigro ,Pipe Laydown,,, $724.00 ," $1,448.00 ",Below,3905(2), $724.00 ," $1,448.00 ", $-   ,,,
5,KAT,,116.3Ub-10-05,18,EA,"10""","10"" Megalug w/ Accessory Kit",,,,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Drain,,18, ,7/2/2026,Chelsea Vohwinkle,Pipe Laydown,,, $94.00 ," $1,692.00 ",Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
5,KAT,,116.3Uc-10-01,1,EA,"10"" x 6'-00""","CL50 PE x WC x MJ WC 35"" FROM PE",DI,P401,Asphaltic,,,Clarifier 1 and 2,"10"" Drain Clarifiers 1 and 2","60% QAQC - C03-305, M25-401",Clarifier Drain,,1, ,6/11/2026,Pablo Chapellin ,Pipe Laydown ,,," $1,900.85 "," $1,900.85 ",Below,4037(1)," $1,900.85 "," $1,900.85 ", $-   ,1,,
